,id,name
274,66ef4e37-9b8e-4ebd-a792-84acadedafd2,Sanitätshaus
275,b11cb524-6303-409d-a43d-c048e6b21be6,Wirtschaftseinrichtung
276,437695aa-87e5-4a33-b183-75707c0cda7c,Fluss
277,e1abfbd0-9b5c-4ef0-aa42-e3f173fa1881,Massagepraxis
278,f8b2200b-e9ac-459a-a00d-3fa96a83c5bd,Volkshochschule
279,0dfc1d28-8fba-46ec-838d-f0b81ae13f7b,Baumarkt
280,e0f071ad-873e-4fcd-ba8f-5967205c9c69,Musikveranstalter
281,5ae94a1b-253e-42dd-b0d6-14e8acf72b3e,Standesamt
282,2631f85c-8d1c-4c52-8ed2-a65366cc45db,Industriedenkmal
283,4d38a60a-a625-4c74-ab1d-5384d7c54e89,Fotofachgeschäft
284,ecaa7162-5365-42fb-b3e2-35775eeb1708,Hochzeitsplaner
285,e63fa4d3-b68c-4527-9eb5-c1019508528e,Unverpacktladen
286,03108aba-68fa-4790-8f2e-0e94cf2188d6,Spirituosenhandel
287,1e9fa46f-10d3-4dc3-92d8-96b7c41d778e,Architekt
288,d0de84af-1492-4a0c-b262-5c6d097f3169,Messe- / Kongresszentrum
289,655e0457-68c2-4576-88ea-0eab45308922,Haushaltswarengeschäft
290,0b803dec-48ab-412f-9965-83615a1da382,Wissenschaftsmuseum
291,34bc4aa4-234f-43e8-97a2-37bcd2ef8a21,Jugendtreff
292,ae657126-b74e-4684-95a5-25f3891d01e1,Feinkost/Delikatessengeschäft
293,6e069668-f384-4ca0-84fe-6c234f6e8a7b,Künstler/in
294,96fa3379-0587-43a4-9e8c-2e31598244a8,Wellnesscenter
295,d3856c31-5968-4ff4-87d4-9ee3b52fd006,Gesundheitsanbieter
296,5bf914ef-70fc-47e0-bae5-89aec5c5db05,Verleihservice
297,73362bad-cfbc-4a72-ae81-09d57a07494a,Naturkundemuseum
298,0a4b621f-633e-48ff-88c7-392a4c981a63,Musiker/in
299,2d2c00d2-80cb-454d-b034-5e19e59574b1,Sportanlage
300,1b859287-82bc-47e2-b0be-41ab5d7cf747,Personal Training
301,ce37e3df-d9b5-4448-80ad-610c231ebe97,Trattoria/Osteria
302,ac4682d9-6182-4cf3-b87e-e62842da4f24,Journalist/in
303,0667ecb7-52e5-43a4-bfcb-eed8c2267877,Kunstgalerie
304,c0e3f700-1a47-4e14-9715-97d57fe50f0e,Friedhof
305,7ece00ee-c25a-4ec7-b1c7-06062e8cfd4e,Coworking Space
306,4ad30a97-62d2-4409-bffb-22352b34f219,Boutique
307,16584515-fa82-439f-8477-f63857a69292,Sprachschule
308,d4b132a8-1459-4713-812a-f752247ae0be,Freilichtbühne
309,7325f820-2af2-4a73-a4ff-5ea8ea985940,Geschenkladen
310,ace4ed6e-ee2f-4e61-8181-ae2ae4407f88,Tourenveranstalter
311,378e3ed6-7658-4761-b144-441ab34aebf3,Landkreis
312,5512e508-cec4-4293-88b0-85e32c1a1085,Landratsamt
313,b5680e6c-19ea-49c2-9083-8de3b197d48f,Freizeitpark
314,fd1b1690-2514-4630-9653-27cfa6a1194d,Seminar-/Tagungshotel
315,f2772201-0d02-4618-8aa9-f2bfa56f0079,Bogenschießanlage
316,996d35a9-6b2d-4d62-be4a-a0ddd91e162c,Schlucht
317,e256334f-a0d9-47d4-82b6-6df21393de5d,Discounter
318,8eb047e1-1385-456d-bea0-4d7ae4a6a7ea,Taxistand
319,0800f052-4986-48c7-adca-2a9ee34a3340,Trimmdichpfad
320,bedb60aa-39e2-3293-a1bb-50c4297b56c1,Ferienstraße
321,21fe58b9-0e22-4b00-ad68-fcfe3ee3f74f,Skiverleih
322,91ef9387-ec4d-4a10-86f7-5e804b3ed397,Weinberg
323,66c510f3-4af9-4b5a-b808-0c3a4972d497,Dom
324,35247558-d676-4af8-9559-622e34479840,Industrie- und Werksbesichtigung
325,32866937-a78b-4201-86c8-cad8882203eb,Moorgebiet
326,27c29d65-2987-496b-8a7a-55f5bd8b785d,Insel
327,7cd05575-5c51-462a-aa5e-bfd9eb8bc1f6,Flug- und Landeplatz
328,bd8c3676-d1ca-498b-9b06-4df24c80447a,Hockeyfeld
329,b17cd38a-bbaf-4ae6-adea-79231543888c,Reinigungsdienst
330,bc1555b9-8ccc-49d3-a731-18c756a95212,Schauspieler/in
331,df94f678-4710-4b59-b09c-4936d811c642,Kinderbekleidungsgeschäft
332,17ff3061-fb56-44d8-8aa0-2a6a1711a760,Freilichtmuseum
333,083c4671-f484-4bca-a23c-d614d589afd7,Transportservice
334,eba363f1-a9bd-4f79-825c-fd90c9792ded,Planetarium
335,481043fe-0808-4329-b153-aec2e11206d2,Bauernhof
336,92be821b-38cd-486e-bfe7-24a1b280fba0,Wildgehege
337,ee91a1a7-c488-4b64-a2bd-ffe980022775,Fußballplatz
338,976a0dc9-6eff-3108-893b-f59d175942c8,Bootstour
339,f5ae0688-880b-3019-ba7c-bd78ec71936d,Nordic Walking Tour
340,dffe4cdf-4a07-4202-874e-9ab15110e587,Falknerei
341,67e53187-bba0-4ba3-b984-8224042a8546,Badestelle
342,dccb3312-2a61-44c9-af05-d0af06ca9fe3,Wassersportschule
343,eef2c3e1-cc06-435a-83c1-2249d2d292eb,Autowerkstatt
344,d2e209a3-2997-4910-9e01-0ff1260f595e,Bouleplatz
345,cb6d5694-ee34-4123-9352-47d8472bf7d0,Heilpraktiker
346,96fd7d5b-c413-4d15-8da5-9fcdca667793,Geschäft für Outdoorausrüstung
347,1fd54732-53a1-40a3-8e03-bc89c2b7929a,Naturfreundehaus
348,a3ac4ea1-c281-4451-a463-32735778649a,Lokaler Experte/in
349,4c965271-06cf-4638-b048-c8bd5d07b1f4,Natur- und Landschaftsführer/in
350,2af2f8e1-9cd7-46f0-8e86-b87624a5db95,Kräutergarten
351,419431d4-b470-11ee-a498-00163e2945d0,Hersteller
352,7ba701e7-1ccd-4e04-9ce3-fa2715f566e0,Tal
353,39b8e048-0c77-4577-bf72-fbb0ed85a563,Hütte
354,35129228-ea01-41bf-837b-8d01f7e9ed70,Biotop
355,a00b7ef2-79de-43c2-bc18-fa8f9c1cbcc3,Gartencenter
356,2ef7823f-b7d6-4af4-a9e3-4a30016afd9f,E-Bike Service
357,dcfe33bc-0087-4d0f-9d0c-a4bc7b6ab990,Staudamm
358,5c8b66e3-79da-4c46-8690-a9c3a5d34ced,Stockschießen
359,1fa3aed8-4e45-3d8d-b1cb-e8a762a17a8b,Radfernweg
360,7e9d5f8e-fc8a-4a9e-a6f5-0b35e3c8f233,Kletterfels
361,50cc4f4a-c069-43af-8596-7e8e421ffab8,Hütte
362,00eeb118-021f-45fc-be68-e541fbdc4ebb,Biergarten
363,7d863dc6-c0af-4ca4-b786-02d557311be7,Kartbahn
364,75e5ebdc-7db8-47b5-ab1b-e4e109d5273b,Vereinsheim
365,a2cea18b-2145-447f-8dfe-1274712e7558,Flugschule / Rundflüge
366,be0c1e6c-dea1-4ff2-8f72-482240686808,Tourismusorganisation
367,d289c626-793f-4875-b427-e32330de504e,Bauernhof
368,a368dfa7-f325-468d-801f-caf225fc3cd3,Stadion
369,f239d63d-d4a7-411f-bd9b-7579375f50ae,Eissporthalle
370,1da29bbf-2327-466b-a2ba-93cdbd8119ff,Skisprungschanze
371,72cbd116-432f-4e3f-9cc6-f4860c5f2e9d,Hostel
372,704622be-fa3a-4f10-9741-cd5c6657755e,Schule
